,match_ratio,sim,method,layer,elapsed,converged,n_iter,score,dataset,chem,elec,ipsi,contra
79,0.6432748538011696,9,BGM,chem,0.1402750015258789,False,30,143258.0,herm,True,False,True,True
80,0.06432748538011696,0,GM,elec,0.15471696853637695,False,30,40456.0,herm,False,True,True,False
81,0.05847953216374269,1,GM,elec,0.165482759475708,False,30,40568.0,herm,False,True,True,False
82,0.04678362573099415,2,GM,elec,0.1434459686279297,False,30,40794.0,herm,False,True,True,False
83,0.03508771929824561,3,GM,elec,0.14205408096313477,True,29,41382.0,herm,False,True,True,False
84,0.05263157894736842,4,GM,elec,0.14282488822937012,False,30,41108.0,herm,False,True,True,False
85,0.05263157894736842,5,GM,elec,0.08803081512451172,True,17,39752.0,herm,False,True,True,False
86,0.07017543859649122,6,GM,elec,0.14354991912841797,False,30,40914.0,herm,False,True,True,False
87,0.011695906432748537,7,GM,elec,0.14580106735229492,False,30,40486.0,herm,False,True,True,False
88,0.05263157894736842,8,GM,elec,0.14941811561584473,False,30,41036.0,herm,False,True,True,False
89,0.04678362573099415,9,GM,elec,0.18621397018432617,True,28,41330.0,herm,False,True,True,False
90,0.21637426900584794,0,BGM,elec,0.17501616477966309,True,26,59618.0,herm,False,True,True,True
91,0.18128654970760233,1,BGM,elec,0.1143941879272461,True,19,60729.0,herm,False,True,True,True
92,0.17543859649122806,2,BGM,elec,0.16286206245422363,False,30,60136.0,herm,False,True,True,True
93,0.19298245614035087,3,BGM,elec,0.08335494995117188,True,16,60532.0,herm,False,True,True,True
94,0.1871345029239766,4,BGM,elec,0.13011670112609863,True,27,59940.0,herm,False,True,True,True
95,0.17543859649122806,5,BGM,elec,0.14617681503295898,False,30,60637.0,herm,False,True,True,True
96,0.18128654970760233,6,BGM,elec,0.0900278091430664,True,18,60162.0,herm,False,True,True,True
97,0.13450292397660818,7,BGM,elec,0.16113805770874023,False,30,58810.0,herm,False,True,True,True
98,0.15204678362573099,8,BGM,elec,0.18526315689086914,True,26,60776.0,herm,False,True,True,True
99,0.14035087719298245,9,BGM,elec,0.14714980125427246,True,28,58311.0,herm,False,True,True,True
100,0.7426900584795322,0,GM,both,0.1578967571258545,True,16,132347.0,herm,True,True,True,False
101,0.7368421052631579,1,GM,both,0.16021203994750977,True,17,130589.0,herm,True,True,True,False
102,0.7251461988304093,2,GM,both,0.2554290294647217,False,30,132317.0,herm,True,True,True,False
103,0.7660818713450293,3,GM,both,0.12908601760864258,True,13,132549.0,herm,True,True,True,False
104,0.7134502923976608,4,GM,both,0.20319294929504395,True,19,132132.0,herm,True,True,True,False
105,0.7485380116959064,5,GM,both,0.2540318965911865,True,21,132009.0,herm,True,True,True,False
106,0.7426900584795322,6,GM,both,0.16478610038757324,True,16,133153.0,herm,True,True,True,False
107,0.7426900584795322,7,GM,both,0.13775277137756348,True,11,131453.0,herm,True,True,True,False
108,0.695906432748538,8,GM,both,0.37282299995422363,False,30,130494.0,herm,True,True,True,False
109,0.8304093567251462,9,GM,both,0.3248889446258545,False,30,134002.0,herm,True,True,True,False
110,0.8304093567251462,0,BGM,both,0.13867712020874023,True,12,205920.0,herm,True,True,True,True
111,0.783625730994152,1,BGM,both,0.17072725296020508,True,17,205805.0,herm,True,True,True,True
112,0.7426900584795322,2,BGM,both,0.15444612503051758,True,17,204547.0,herm,True,True,True,True
113,0.8421052631578947,3,BGM,both,0.11544919013977051,True,11,204930.0,herm,True,True,True,True
114,0.8304093567251462,4,BGM,both,0.29997992515563965,False,30,206549.0,herm,True,True,True,True
115,0.8187134502923976,5,BGM,both,0.25791192054748535,False,30,205061.0,herm,True,True,True,True
116,0.8245614035087719,6,BGM,both,0.28725194931030273,False,30,204871.0,herm,True,True,True,True
117,0.8538011695906432,7,BGM,both,0.2373361587524414,True,24,206371.0,herm,True,True,True,True
118,0.8771929824561403,8,BGM,both,0.21556401252746582,True,23,206369.0,herm,True,True,True,True
119,0.7719298245614035,9,BGM,both,0.264178991317749,False,30,203573.0,herm,True,True,True,True
