,ipsi_rho,contra_rho,match_ratio,sim,method,n_side
5233,0.8,0.2,1.0,80,BGM,59
5234,0.8,0.2,1.0,81,GM,59
5235,0.8,0.2,1.0,81,BGM,59
5236,0.8,0.2,1.0,82,GM,59
5237,0.8,0.2,1.0,82,BGM,59
5238,0.8,0.2,1.0,83,GM,59
5239,0.8,0.2,1.0,83,BGM,59
5240,0.8,0.2,1.0,84,GM,59
5241,0.8,0.2,1.0,84,BGM,59
5242,0.8,0.2,1.0,85,GM,59
5243,0.8,0.2,1.0,85,BGM,59
5244,0.8,0.2,1.0,86,GM,59
5245,0.8,0.2,1.0,86,BGM,59
5246,0.8,0.2,1.0,87,GM,59
5247,0.8,0.2,1.0,87,BGM,59
5248,0.8,0.2,1.0,88,GM,59
5249,0.8,0.2,1.0,88,BGM,59
5250,0.8,0.2,1.0,89,GM,59
5251,0.8,0.2,0.23728813559322035,89,BGM,59
5252,0.8,0.2,0.01694915254237288,90,GM,59
5253,0.8,0.2,1.0,90,BGM,59
5254,0.8,0.2,1.0,91,GM,59
5255,0.8,0.2,1.0,91,BGM,59
5256,0.8,0.2,1.0,92,GM,59
5257,0.8,0.2,1.0,92,BGM,59
5258,0.8,0.2,1.0,93,GM,59
5259,0.8,0.2,1.0,93,BGM,59
5260,0.8,0.2,1.0,94,GM,59
5261,0.8,0.2,1.0,94,BGM,59
5262,0.8,0.2,0.01694915254237288,95,GM,59
5263,0.8,0.2,1.0,95,BGM,59
5264,0.8,0.2,1.0,96,GM,59
5265,0.8,0.2,1.0,96,BGM,59
5266,0.8,0.2,1.0,97,GM,59
5267,0.8,0.2,0.13559322033898305,97,BGM,59
5268,0.8,0.2,1.0,98,GM,59
5269,0.8,0.2,1.0,98,BGM,59
5270,0.8,0.2,1.0,99,GM,59
5271,0.8,0.2,0.1694915254237288,99,BGM,59
5272,0.8,0.2,1.0,100,GM,59
5273,0.8,0.2,1.0,100,BGM,59
5274,0.8,0.2,1.0,101,GM,59
5275,0.8,0.2,1.0,101,BGM,59
5276,0.8,0.2,1.0,102,GM,59
5277,0.8,0.2,1.0,102,BGM,59
5278,0.8,0.2,1.0,103,GM,59
5279,0.8,0.2,1.0,103,BGM,59
5280,0.8,0.2,1.0,104,GM,59
5281,0.8,0.2,1.0,104,BGM,59
5282,0.8,0.2,1.0,105,GM,59
5283,0.8,0.2,1.0,105,BGM,59
5284,0.8,0.2,1.0,106,GM,59
5285,0.8,0.2,1.0,106,BGM,59
5286,0.8,0.2,1.0,107,GM,59
5287,0.8,0.2,1.0,107,BGM,59
5288,0.8,0.2,1.0,108,GM,59
5289,0.8,0.2,1.0,108,BGM,59
5290,0.8,0.2,0.06779661016949153,109,GM,59
5291,0.8,0.2,1.0,109,BGM,59
5292,0.8,0.2,0.1016949152542373,110,GM,59
5293,0.8,0.2,0.11864406779661017,110,BGM,59
5294,0.8,0.2,1.0,111,GM,59
5295,0.8,0.2,1.0,111,BGM,59
5296,0.8,0.2,1.0,112,GM,59
5297,0.8,0.2,1.0,112,BGM,59
5298,0.8,0.2,1.0,113,GM,59
5299,0.8,0.2,1.0,113,BGM,59
5300,0.8,0.2,0.05084745762711865,114,GM,59
5301,0.8,0.2,1.0,114,BGM,59
5302,0.8,0.2,0.05084745762711865,115,GM,59
5303,0.8,0.2,0.0847457627118644,115,BGM,59
5304,0.8,0.2,0.03389830508474576,116,GM,59
5305,0.8,0.2,1.0,116,BGM,59
5306,0.8,0.2,1.0,117,GM,59
5307,0.8,0.2,1.0,117,BGM,59
5308,0.8,0.2,1.0,118,GM,59
5309,0.8,0.2,1.0,118,BGM,59
5310,0.8,0.2,1.0,119,GM,59
5311,0.8,0.2,1.0,119,BGM,59
5312,0.8,0.2,1.0,120,GM,59
5313,0.8,0.2,0.0847457627118644,120,BGM,59
5314,0.8,0.2,1.0,121,GM,59
5315,0.8,0.2,1.0,121,BGM,59
5316,0.8,0.2,1.0,122,GM,59
5317,0.8,0.2,1.0,122,BGM,59
5318,0.8,0.2,1.0,123,GM,59
5319,0.8,0.2,0.05084745762711865,123,BGM,59
5320,0.8,0.2,1.0,124,GM,59
5321,0.8,0.2,1.0,124,BGM,59
5322,0.8,0.2,1.0,125,GM,59
5323,0.8,0.2,1.0,125,BGM,59
5324,0.8,0.2,1.0,126,GM,59
5325,0.8,0.2,0.01694915254237288,126,BGM,59
5326,0.8,0.2,0.13559322033898305,127,GM,59
5327,0.8,0.2,1.0,127,BGM,59
5328,0.8,0.2,1.0,128,GM,59
5329,0.8,0.2,0.03389830508474576,128,BGM,59
5330,0.8,0.2,1.0,129,GM,59
5331,0.8,0.2,0.01694915254237288,129,BGM,59
5332,0.8,0.2,1.0,130,GM,59
5333,0.8,0.2,1.0,130,BGM,59
5334,0.8,0.2,1.0,131,GM,59
5335,0.8,0.2,1.0,131,BGM,59
5336,0.8,0.2,0.11864406779661017,132,GM,59
5337,0.8,0.2,1.0,132,BGM,59
5338,0.8,0.2,1.0,133,GM,59
5339,0.8,0.2,1.0,133,BGM,59
5340,0.8,0.2,1.0,134,GM,59
5341,0.8,0.2,0.0,134,BGM,59
5342,0.8,0.2,1.0,135,GM,59
5343,0.8,0.2,1.0,135,BGM,59
5344,0.8,0.2,0.06779661016949153,136,GM,59
5345,0.8,0.2,0.1694915254237288,136,BGM,59
5346,0.8,0.2,1.0,137,GM,59
5347,0.8,0.2,1.0,137,BGM,59
5348,0.8,0.2,1.0,138,GM,59
5349,0.8,0.2,0.03389830508474576,138,BGM,59
5350,0.8,0.2,0.0847457627118644,139,GM,59
5351,0.8,0.2,0.01694915254237288,139,BGM,59
5352,0.8,0.2,1.0,140,GM,59
5353,0.8,0.2,1.0,140,BGM,59
5354,0.8,0.2,1.0,141,GM,59
5355,0.8,0.2,1.0,141,BGM,59
5356,0.8,0.2,1.0,142,GM,59
5357,0.8,0.2,1.0,142,BGM,59
5358,0.8,0.2,1.0,143,GM,59
5359,0.8,0.2,1.0,143,BGM,59
5360,0.8,0.2,1.0,144,GM,59
5361,0.8,0.2,1.0,144,BGM,59
5362,0.8,0.2,1.0,145,GM,59
5363,0.8,0.2,1.0,145,BGM,59
5364,0.8,0.2,1.0,146,GM,59
5365,0.8,0.2,0.01694915254237288,146,BGM,59
5366,0.8,0.2,1.0,147,GM,59
5367,0.8,0.2,1.0,147,BGM,59
5368,0.8,0.2,1.0,148,GM,59
5369,0.8,0.2,1.0,148,BGM,59
5370,0.8,0.2,1.0,149,GM,59
5371,0.8,0.2,1.0,149,BGM,59
5372,0.8,0.2,1.0,150,GM,59
5373,0.8,0.2,1.0,150,BGM,59
5374,0.8,0.2,1.0,151,GM,59
5375,0.8,0.2,1.0,151,BGM,59
5376,0.8,0.2,1.0,152,GM,59
5377,0.8,0.2,0.13559322033898305,152,BGM,59
5378,0.8,0.2,1.0,153,GM,59
5379,0.8,0.2,1.0,153,BGM,59
5380,0.8,0.2,1.0,154,GM,59
5381,0.8,0.2,0.1016949152542373,154,BGM,59
5382,0.8,0.2,1.0,155,GM,59
5383,0.8,0.2,0.0847457627118644,155,BGM,59
5384,0.8,0.2,1.0,156,GM,59
5385,0.8,0.2,1.0,156,BGM,59
5386,0.8,0.2,0.11864406779661017,157,GM,59
5387,0.8,0.2,0.1016949152542373,157,BGM,59
5388,0.8,0.2,1.0,158,GM,59
5389,0.8,0.2,1.0,158,BGM,59
5390,0.8,0.2,1.0,159,GM,59
5391,0.8,0.2,0.03389830508474576,159,BGM,59
5392,0.8,0.2,1.0,160,GM,59
5393,0.8,0.2,1.0,160,BGM,59
5394,0.8,0.2,1.0,161,GM,59
5395,0.8,0.2,1.0,161,BGM,59
5396,0.8,0.2,1.0,162,GM,59
5397,0.8,0.2,1.0,162,BGM,59
5398,0.8,0.2,1.0,163,GM,59
5399,0.8,0.2,1.0,163,BGM,59
5400,0.8,0.2,1.0,164,GM,59
5401,0.8,0.2,1.0,164,BGM,59
5402,0.8,0.2,0.0,165,GM,59
5403,0.8,0.2,0.0,165,BGM,59
5404,0.8,0.2,0.01694915254237288,166,GM,59
5405,0.8,0.2,0.01694915254237288,166,BGM,59
5406,0.8,0.2,1.0,167,GM,59
5407,0.8,0.2,1.0,167,BGM,59
5408,0.8,0.2,1.0,168,GM,59
5409,0.8,0.2,1.0,168,BGM,59
5410,0.8,0.2,1.0,0,GM,94
5411,0.8,0.2,1.0,0,BGM,94
5412,0.8,0.2,0.05319148936170213,1,GM,94
5413,0.8,0.2,1.0,1,BGM,94
5414,0.8,0.2,0.05319148936170213,2,GM,94
5415,0.8,0.2,0.05319148936170213,2,BGM,94
5416,0.8,0.2,1.0,3,GM,94
5417,0.8,0.2,0.09574468085106383,3,BGM,94
5418,0.8,0.2,0.02127659574468085,4,GM,94
5419,0.8,0.2,0.13829787234042554,4,BGM,94
5420,0.8,0.2,1.0,5,GM,94
5421,0.8,0.2,0.1276595744680851,5,BGM,94
5422,0.8,0.2,0.09574468085106383,6,GM,94
5423,0.8,0.2,0.010638297872340425,6,BGM,94
5424,0.8,0.2,0.09574468085106383,7,GM,94
5425,0.8,0.2,1.0,7,BGM,94
5426,0.8,0.2,1.0,8,GM,94
5427,0.8,0.2,0.05319148936170213,8,BGM,94
5428,0.8,0.2,1.0,9,GM,94
5429,0.8,0.2,0.07446808510638298,9,BGM,94
5430,0.8,0.2,1.0,10,GM,94
5431,0.8,0.2,1.0,10,BGM,94
5432,0.8,0.2,1.0,11,GM,94
5433,0.8,0.2,1.0,11,BGM,94
5434,0.8,0.2,1.0,12,GM,94
5435,0.8,0.2,1.0,12,BGM,94
5436,0.8,0.2,1.0,13,GM,94
5437,0.8,0.2,0.010638297872340425,13,BGM,94
5438,0.8,0.2,1.0,14,GM,94
5439,0.8,0.2,1.0,14,BGM,94
5440,0.8,0.2,0.031914893617021274,15,GM,94
5441,0.8,0.2,1.0,15,BGM,94
5442,0.8,0.2,0.05319148936170213,16,GM,94
5443,0.8,0.2,0.0,16,BGM,94
5444,0.8,0.2,1.0,17,GM,94
5445,0.8,0.2,1.0,17,BGM,94
5446,0.8,0.2,0.0425531914893617,18,GM,94
5447,0.8,0.2,1.0,18,BGM,94
5448,0.8,0.2,1.0,19,GM,94
5449,0.8,0.2,1.0,19,BGM,94
5450,0.8,0.2,1.0,20,GM,94
5451,0.8,0.2,1.0,20,BGM,94
5452,0.8,0.2,1.0,21,GM,94
5453,0.8,0.2,1.0,21,BGM,94
5454,0.8,0.2,1.0,22,GM,94
5455,0.8,0.2,0.14893617021276595,22,BGM,94
5456,0.8,0.2,1.0,23,GM,94
5457,0.8,0.2,1.0,23,BGM,94
5458,0.8,0.2,0.05319148936170213,24,GM,94
5459,0.8,0.2,1.0,24,BGM,94
5460,0.8,0.2,1.0,25,GM,94
5461,0.8,0.2,0.010638297872340425,25,BGM,94
5462,0.8,0.2,1.0,26,GM,94
5463,0.8,0.2,0.0851063829787234,26,BGM,94
5464,0.8,0.2,1.0,27,GM,94
5465,0.8,0.2,1.0,27,BGM,94
5466,0.8,0.2,1.0,28,GM,94
5467,0.8,0.2,1.0,28,BGM,94
5468,0.8,0.2,1.0,29,GM,94
5469,0.8,0.2,1.0,29,BGM,94
5470,0.8,0.2,1.0,30,GM,94
5471,0.8,0.2,0.031914893617021274,30,BGM,94
5472,0.8,0.2,1.0,31,GM,94
5473,0.8,0.2,0.031914893617021274,31,BGM,94
5474,0.8,0.2,1.0,32,GM,94
5475,0.8,0.2,0.05319148936170213,32,BGM,94
5476,0.8,0.2,0.10638297872340426,33,GM,94
5477,0.8,0.2,1.0,33,BGM,94
5478,0.8,0.2,1.0,34,GM,94
5479,0.8,0.2,1.0,34,BGM,94
5480,0.8,0.2,1.0,35,GM,94
5481,0.8,0.2,1.0,35,BGM,94
5482,0.8,0.2,1.0,36,GM,94
5483,0.8,0.2,1.0,36,BGM,94
5484,0.8,0.2,1.0,37,GM,94
5485,0.8,0.2,1.0,37,BGM,94
5486,0.8,0.2,1.0,38,GM,94
5487,0.8,0.2,1.0,38,BGM,94
5488,0.8,0.2,0.10638297872340426,39,GM,94
5489,0.8,0.2,0.07446808510638298,39,BGM,94
5490,0.8,0.2,1.0,40,GM,94
5491,0.8,0.2,1.0,40,BGM,94
5492,0.8,0.2,0.13829787234042554,41,GM,94
5493,0.8,0.2,0.031914893617021274,41,BGM,94
5494,0.8,0.2,1.0,42,GM,94
5495,0.8,0.2,1.0,42,BGM,94
5496,0.8,0.2,1.0,43,GM,94
5497,0.8,0.2,1.0,43,BGM,94
5498,0.8,0.2,0.010638297872340425,44,GM,94
5499,0.8,0.2,0.13829787234042554,44,BGM,94
5500,0.8,0.2,1.0,45,GM,94
5501,0.8,0.2,1.0,45,BGM,94
5502,0.8,0.2,1.0,46,GM,94
5503,0.8,0.2,0.05319148936170213,46,BGM,94
5504,0.8,0.2,1.0,47,GM,94
5505,0.8,0.2,1.0,47,BGM,94
5506,0.8,0.2,1.0,48,GM,94
5507,0.8,0.2,1.0,48,BGM,94
5508,0.8,0.2,1.0,49,GM,94
5509,0.8,0.2,1.0,49,BGM,94
5510,0.8,0.2,1.0,50,GM,94
5511,0.8,0.2,1.0,50,BGM,94
5512,0.8,0.2,1.0,51,GM,94
5513,0.8,0.2,1.0,51,BGM,94
5514,0.8,0.2,1.0,52,GM,94
5515,0.8,0.2,0.031914893617021274,52,BGM,94
5516,0.8,0.2,0.031914893617021274,53,GM,94
5517,0.8,0.2,0.11702127659574468,53,BGM,94
5518,0.8,0.2,1.0,54,GM,94
5519,0.8,0.2,0.05319148936170213,54,BGM,94
5520,0.8,0.2,1.0,55,GM,94
5521,0.8,0.2,1.0,55,BGM,94
5522,0.8,0.2,1.0,56,GM,94
5523,0.8,0.2,0.031914893617021274,56,BGM,94
5524,0.8,0.2,1.0,57,GM,94
5525,0.8,0.2,1.0,57,BGM,94
5526,0.8,0.2,0.09574468085106383,58,GM,94
5527,0.8,0.2,1.0,58,BGM,94
5528,0.8,0.2,0.07446808510638298,59,GM,94
5529,0.8,0.2,1.0,59,BGM,94
5530,0.8,0.2,1.0,60,GM,94
5531,0.8,0.2,1.0,60,BGM,94
5532,0.8,0.2,1.0,61,GM,94
5533,0.8,0.2,1.0,61,BGM,94
5534,0.8,0.2,1.0,62,GM,94
5535,0.8,0.2,0.05319148936170213,62,BGM,94
5536,0.8,0.2,1.0,63,GM,94
5537,0.8,0.2,1.0,63,BGM,94
5538,0.8,0.2,0.031914893617021274,64,GM,94
5539,0.8,0.2,0.05319148936170213,64,BGM,94
5540,0.8,0.2,1.0,65,GM,94
5541,0.8,0.2,1.0,65,BGM,94
5542,0.8,0.2,1.0,66,GM,94
5543,0.8,0.2,1.0,66,BGM,94
5544,0.8,0.2,1.0,67,GM,94
5545,0.8,0.2,1.0,67,BGM,94
5546,0.8,0.2,1.0,68,GM,94
5547,0.8,0.2,1.0,68,BGM,94
5548,0.8,0.2,1.0,69,GM,94
5549,0.8,0.2,1.0,69,BGM,94
5550,0.8,0.2,1.0,70,GM,94
5551,0.8,0.2,1.0,70,BGM,94
5552,0.8,0.2,1.0,71,GM,94
5553,0.8,0.2,1.0,71,BGM,94
5554,0.8,0.2,1.0,72,GM,94
5555,0.8,0.2,1.0,72,BGM,94
5556,0.8,0.2,1.0,73,GM,94
5557,0.8,0.2,1.0,73,BGM,94
5558,0.8,0.2,1.0,74,GM,94
5559,0.8,0.2,1.0,74,BGM,94
5560,0.8,0.2,0.07446808510638298,75,GM,94
5561,0.8,0.2,1.0,75,BGM,94
5562,0.8,0.2,1.0,76,GM,94
5563,0.8,0.2,1.0,76,BGM,94
5564,0.8,0.2,1.0,77,GM,94
5565,0.8,0.2,1.0,77,BGM,94
5566,0.8,0.2,1.0,78,GM,94
5567,0.8,0.2,0.02127659574468085,78,BGM,94
5568,0.8,0.2,1.0,79,GM,94
5569,0.8,0.2,0.02127659574468085,79,BGM,94
5570,0.8,0.2,0.02127659574468085,80,GM,94
5571,0.8,0.2,1.0,80,BGM,94
5572,0.8,0.2,1.0,81,GM,94
5573,0.8,0.2,1.0,81,BGM,94
5574,0.8,0.2,1.0,82,GM,94
5575,0.8,0.2,1.0,82,BGM,94
5576,0.8,0.2,0.10638297872340426,83,GM,94
5577,0.8,0.2,1.0,83,BGM,94
5578,0.8,0.2,1.0,84,GM,94
5579,0.8,0.2,1.0,84,BGM,94
5580,0.8,0.2,1.0,85,GM,94
5581,0.8,0.2,0.07446808510638298,85,BGM,94
5582,0.8,0.2,1.0,86,GM,94
5583,0.8,0.2,1.0,86,BGM,94
5584,0.8,0.2,0.010638297872340425,87,GM,94
5585,0.8,0.2,0.05319148936170213,87,BGM,94
5586,0.8,0.2,0.031914893617021274,88,GM,94
5587,0.8,0.2,0.13829787234042554,88,BGM,94
5588,0.8,0.2,1.0,89,GM,94
5589,0.8,0.2,1.0,89,BGM,94
5590,0.8,0.2,1.0,90,GM,94
5591,0.8,0.2,0.010638297872340425,90,BGM,94
5592,0.8,0.2,1.0,91,GM,94
5593,0.8,0.2,1.0,91,BGM,94
5594,0.8,0.2,0.031914893617021274,92,GM,94
5595,0.8,0.2,0.0,92,BGM,94
5596,0.8,0.2,1.0,93,GM,94
5597,0.8,0.2,1.0,93,BGM,94
5598,0.8,0.2,1.0,94,GM,94
5599,0.8,0.2,1.0,94,BGM,94
5600,0.8,0.2,1.0,95,GM,94
5601,0.8,0.2,1.0,95,BGM,94
5602,0.8,0.2,1.0,96,GM,94
5603,0.8,0.2,0.09574468085106383,96,BGM,94
5604,0.8,0.2,1.0,97,GM,94
5605,0.8,0.2,0.0425531914893617,97,BGM,94
5606,0.8,0.2,1.0,98,GM,94
5607,0.8,0.2,1.0,98,BGM,94
5608,0.8,0.2,1.0,99,GM,94
5609,0.8,0.2,1.0,99,BGM,94
5610,0.8,0.2,0.05319148936170213,100,GM,94
5611,0.8,0.2,1.0,100,BGM,94
5612,0.8,0.2,1.0,101,GM,94
5613,0.8,0.2,0.1595744680851064,101,BGM,94
5614,0.8,0.2,1.0,102,GM,94
5615,0.8,0.2,0.06382978723404255,102,BGM,94
5616,0.8,0.2,0.05319148936170213,103,GM,94
5617,0.8,0.2,1.0,103,BGM,94
5618,0.8,0.2,0.05319148936170213,104,GM,94
5619,0.8,0.2,0.031914893617021274,104,BGM,94
5620,0.8,0.2,1.0,105,GM,94
5621,0.8,0.2,0.0425531914893617,105,BGM,94
5622,0.8,0.2,0.046357615894039736,0,GM,151
5623,0.8,0.2,0.039735099337748346,0,BGM,151
5624,0.8,0.2,1.0,1,GM,151
5625,0.8,0.2,0.046357615894039736,1,BGM,151
5626,0.8,0.2,0.019867549668874173,2,GM,151
5627,0.8,0.2,0.0,2,BGM,151
5628,0.8,0.2,0.0728476821192053,3,GM,151
5629,0.8,0.2,0.0,3,BGM,151
5630,0.8,0.2,0.039735099337748346,4,GM,151
5631,0.8,0.2,0.019867549668874173,4,BGM,151
5632,0.8,0.2,1.0,5,GM,151
5633,0.8,0.2,1.0,5,BGM,151
5634,0.8,0.2,1.0,6,GM,151
5635,0.8,0.2,1.0,6,BGM,151
5636,0.8,0.2,1.0,7,GM,151
5637,0.8,0.2,1.0,7,BGM,151
5638,0.8,0.2,0.026490066225165563,8,GM,151
5639,0.8,0.2,1.0,8,BGM,151
5640,0.8,0.2,1.0,9,GM,151
5641,0.8,0.2,0.006622516556291391,9,BGM,151
5642,0.8,0.2,1.0,10,GM,151
5643,0.8,0.2,1.0,10,BGM,151
5644,0.8,0.2,0.026490066225165563,11,GM,151
5645,0.8,0.2,1.0,11,BGM,151
5646,0.8,0.2,1.0,12,GM,151
5647,0.8,0.2,1.0,12,BGM,151
5648,0.8,0.2,1.0,13,GM,151
5649,0.8,0.2,1.0,13,BGM,151
5650,0.8,0.2,0.013245033112582781,14,GM,151
5651,0.8,0.2,1.0,14,BGM,151
5652,0.8,0.2,1.0,15,GM,151
5653,0.8,0.2,1.0,15,BGM,151
5654,0.8,0.2,0.006622516556291391,16,GM,151
5655,0.8,0.2,0.0,16,BGM,151
5656,0.8,0.2,1.0,17,GM,151
5657,0.8,0.2,0.039735099337748346,17,BGM,151
5658,0.8,0.2,0.039735099337748346,18,GM,151
5659,0.8,0.2,1.0,18,BGM,151
5660,0.8,0.2,1.0,19,GM,151
5661,0.8,0.2,0.07947019867549669,19,BGM,151
5662,0.8,0.2,1.0,20,GM,151
5663,0.8,0.2,1.0,20,BGM,151
5664,0.8,0.2,1.0,21,GM,151
5665,0.8,0.2,0.0728476821192053,21,BGM,151
5666,0.8,0.2,1.0,22,GM,151
5667,0.8,0.2,1.0,22,BGM,151
5668,0.8,0.2,0.006622516556291391,23,GM,151
5669,0.8,0.2,0.013245033112582781,23,BGM,151
5670,0.8,0.2,1.0,24,GM,151
5671,0.8,0.2,1.0,24,BGM,151
5672,0.8,0.2,0.013245033112582781,25,GM,151
5673,0.8,0.2,0.026490066225165563,25,BGM,151
5674,0.8,0.2,0.033112582781456956,26,GM,151
5675,0.8,0.2,1.0,26,BGM,151
5676,0.8,0.2,1.0,27,GM,151
5677,0.8,0.2,0.07947019867549669,27,BGM,151
5678,0.8,0.2,1.0,28,GM,151
5679,0.8,0.2,1.0,28,BGM,151
5680,0.8,0.2,1.0,29,GM,151
5681,0.8,0.2,0.09271523178807947,29,BGM,151
5682,0.8,0.2,1.0,30,GM,151
5683,0.8,0.2,0.07947019867549669,30,BGM,151
5684,0.8,0.2,1.0,31,GM,151
5685,0.8,0.2,0.06622516556291391,31,BGM,151
5686,0.8,0.2,1.0,32,GM,151
5687,0.8,0.2,0.013245033112582781,32,BGM,151
5688,0.8,0.2,0.09271523178807947,33,GM,151
5689,0.8,0.2,0.046357615894039736,33,BGM,151
5690,0.8,0.2,0.0,34,GM,151
5691,0.8,0.2,1.0,34,BGM,151
5692,0.8,0.2,0.13245033112582782,35,GM,151
5693,0.8,0.2,0.019867549668874173,35,BGM,151
5694,0.8,0.2,1.0,36,GM,151
5695,0.8,0.2,0.013245033112582781,36,BGM,151
5696,0.8,0.2,1.0,37,GM,151
5697,0.8,0.2,1.0,37,BGM,151
5698,0.8,0.2,0.0,38,GM,151
5699,0.8,0.2,1.0,38,BGM,151
5700,0.8,0.2,0.019867549668874173,39,GM,151
5701,0.8,0.2,0.046357615894039736,39,BGM,151
5702,0.8,0.2,0.1390728476821192,40,GM,151
5703,0.8,0.2,0.033112582781456956,40,BGM,151
5704,0.8,0.2,1.0,41,GM,151
5705,0.8,0.2,1.0,41,BGM,151
5706,0.8,0.2,1.0,42,GM,151
5707,0.8,0.2,1.0,42,BGM,151
5708,0.8,0.2,1.0,43,GM,151
5709,0.8,0.2,1.0,43,BGM,151
5710,0.8,0.2,1.0,44,GM,151
5711,0.8,0.2,0.006622516556291391,44,BGM,151
5712,0.8,0.2,1.0,45,GM,151
5713,0.8,0.2,0.026490066225165563,45,BGM,151
5714,0.8,0.2,1.0,46,GM,151
5715,0.8,0.2,0.0,46,BGM,151
5716,0.8,0.2,1.0,47,GM,151
5717,0.8,0.2,1.0,47,BGM,151
5718,0.8,0.2,1.0,48,GM,151
5719,0.8,0.2,1.0,48,BGM,151
5720,0.8,0.2,1.0,49,GM,151
5721,0.8,0.2,1.0,49,BGM,151
5722,0.8,0.2,1.0,50,GM,151
5723,0.8,0.2,1.0,50,BGM,151
5724,0.8,0.2,1.0,51,GM,151
5725,0.8,0.2,1.0,51,BGM,151
5726,0.8,0.2,1.0,52,GM,151
5727,0.8,0.2,0.09271523178807947,52,BGM,151
5728,0.8,0.2,1.0,53,GM,151
5729,0.8,0.2,1.0,53,BGM,151
5730,0.8,0.2,1.0,54,GM,151
5731,0.8,0.2,1.0,54,BGM,151
5732,0.8,0.2,1.0,55,GM,151
5733,0.8,0.2,0.0,55,BGM,151
5734,0.8,0.2,1.0,56,GM,151
5735,0.8,0.2,0.033112582781456956,56,BGM,151
5736,0.8,0.2,1.0,57,GM,151
5737,0.8,0.2,1.0,57,BGM,151
5738,0.8,0.2,0.059602649006622516,58,GM,151
5739,0.8,0.2,1.0,58,BGM,151
5740,0.8,0.2,1.0,59,GM,151
5741,0.8,0.2,1.0,59,BGM,151
5742,0.8,0.2,1.0,60,GM,151
5743,0.8,0.2,1.0,60,BGM,151
5744,0.8,0.2,0.033112582781456956,61,GM,151
5745,0.8,0.2,0.033112582781456956,61,BGM,151
5746,0.8,0.2,1.0,62,GM,151
5747,0.8,0.2,1.0,62,BGM,151
5748,0.8,0.2,1.0,63,GM,151
5749,0.8,0.2,1.0,63,BGM,151
5750,0.8,0.2,1.0,64,GM,151
5751,0.8,0.2,1.0,64,BGM,151
5752,0.8,0.2,1.0,65,GM,151
5753,0.8,0.2,1.0,65,BGM,151
5754,0.8,0.2,0.008264462809917356,0,GM,242
5755,0.8,0.2,1.0,0,BGM,242
5756,0.8,0.2,0.01652892561983471,1,GM,242
5757,0.8,0.2,0.028925619834710745,1,BGM,242
5758,0.8,0.2,0.012396694214876033,2,GM,242
5759,0.8,0.2,0.008264462809917356,2,BGM,242
5760,0.8,0.2,1.0,3,GM,242
5761,0.8,0.2,0.03305785123966942,3,BGM,242
5762,0.8,0.2,0.04132231404958678,4,GM,242
5763,0.8,0.2,0.0,4,BGM,242
5764,0.8,0.2,0.01652892561983471,5,GM,242
5765,0.8,0.2,0.01652892561983471,5,BGM,242
5766,0.8,0.2,0.024793388429752067,6,GM,242
5767,0.8,0.2,0.004132231404958678,6,BGM,242
5768,0.8,0.2,0.049586776859504134,7,GM,242
5769,0.8,0.2,1.0,7,BGM,242
5770,0.8,0.2,1.0,8,GM,242
5771,0.8,0.2,0.012396694214876033,8,BGM,242
5772,0.8,0.2,0.01652892561983471,9,GM,242
5773,0.8,0.2,0.02066115702479339,9,BGM,242
5774,0.8,0.2,1.0,10,GM,242
5775,0.8,0.2,0.0371900826446281,10,BGM,242
5776,0.8,0.2,0.01652892561983471,11,GM,242
5777,0.8,0.2,0.012396694214876033,11,BGM,242
5778,0.8,0.2,0.028925619834710745,12,GM,242
5779,0.8,0.2,1.0,12,BGM,242
5780,0.8,0.2,1.0,13,GM,242
5781,0.8,0.2,1.0,13,BGM,242
5782,0.8,0.2,1.0,14,GM,242
5783,0.8,0.2,1.0,14,BGM,242
5784,0.8,0.2,1.0,15,GM,242
5785,0.8,0.2,0.024793388429752067,15,BGM,242
5786,0.8,0.2,1.0,16,GM,242
5787,0.8,0.2,0.0,16,BGM,242
5788,0.8,0.2,0.012396694214876033,17,GM,242
5789,0.8,0.2,1.0,17,BGM,242
5790,0.8,0.2,1.0,18,GM,242
5791,0.8,0.2,0.028925619834710745,18,BGM,242
5792,0.8,0.2,0.0371900826446281,19,GM,242
5793,0.8,0.2,0.0371900826446281,19,BGM,242
5794,0.8,0.2,1.0,20,GM,242
5795,0.8,0.2,0.028925619834710745,20,BGM,242
5796,0.8,0.2,0.0371900826446281,21,GM,242
5797,0.8,0.2,1.0,21,BGM,242
5798,0.8,0.2,1.0,22,GM,242
5799,0.8,0.2,0.03305785123966942,22,BGM,242
5800,0.8,0.2,1.0,23,GM,242
5801,0.8,0.2,0.012396694214876033,23,BGM,242
5802,0.8,0.2,0.07851239669421488,24,GM,242
5803,0.8,0.2,0.04132231404958678,24,BGM,242
5804,0.8,0.2,0.024793388429752067,25,GM,242
5805,0.8,0.2,1.0,25,BGM,242
5806,0.8,0.2,1.0,26,GM,242
5807,0.8,0.2,0.02066115702479339,26,BGM,242
5808,0.8,0.2,0.04132231404958678,27,GM,242
5809,0.8,0.2,0.01652892561983471,27,BGM,242
5810,0.8,0.2,1.0,28,GM,242
5811,0.8,0.2,0.008264462809917356,28,BGM,242
5812,0.8,0.2,1.0,29,GM,242
5813,0.8,0.2,0.004132231404958678,29,BGM,242
5814,0.8,0.2,0.04132231404958678,30,GM,242
